0	1	0	1	0
0.0314159	1	-0.0314159	0.999014	-0.031385
0.0628319	0.999013	-0.0628319	0.997044	-0.062708
0.0942478	0.997039	-0.0942168	0.994093	-0.0939384
0.125664	0.994079	-0.12554	0.990164	-0.125045
0.15708	0.990135	-0.15677	0.985264	-0.155998
0.188496	0.98521	-0.187876	0.979396	-0.186767
0.219911	0.979308	-0.218827	0.972569	-0.217321
0.251327	0.972433	-0.249593	0.964789	-0.247631
0.282743	0.964592	-0.280143	0.956066	-0.277666
0.314159	0.955791	-0.310446	0.946409	-0.307399
0.345575	0.946038	-0.340473	0.935828	-0.336799
0.376991	0.935342	-0.370194	0.924335	-0.365838
0.408407	0.923712	-0.399579	0.911942	-0.394487
0.439823	0.911159	-0.428598	0.898662	-0.422719
0.471239	0.897694	-0.457223	0.884509	-0.450507
0.502655	0.88333	-0.485425	0.869497	-0.477823
0.534071	0.86808	-0.513175	0.853643	-0.504641
0.565487	0.851958	-0.540447	0.836964	-0.530935
0.596903	0.834979	-0.567212	0.819475	-0.55668
0.628319	0.81716	-0.593443	0.801196	-0.58185
0.659734	0.798516	-0.619115	0.782144	-0.606422
0.69115	0.779066	-0.644201	0.762341	-0.630371
0.722566	0.758828	-0.668677	0.741805	-0.653676
0.753982	0.737821	-0.692516	0.720558	-0.676313
0.785398	0.716065	-0.715695	0.698621	-0.698261
0.816814	0.693581	-0.738191	0.676018	-0.719498
0.84823	0.67039	-0.75998	0.65277	-0.740006
0.879646	0.646514	-0.781041	0.628901	-0.759763
0.911062	0.621977	-0.801352	0.604436	-0.778752
0.942478	0.596802	-0.820892	0.579399	-0.796955
0.973894	0.571013	-0.839641	0.553815	-0.814353
1.00531	0.544635	-0.85758	0.527711	-0.830932
1.03673	0.517693	-0.87469	0.501112	-0.846675
1.06814	0.490214	-0.890954	0.474045	-0.861567
1.09956	0.462224	-0.906355	0.446537	-0.875595
1.13097	0.43375	-0.920876	0.418616	-0.888747
1.16239	0.404819	-0.934503	0.39031	-0.901009
1.19381	0.375461	-0.94722	0.361647	-0.91237
1.22522	0.345703	-0.959016	0.332656	-0.922821
1.25664	0.315575	-0.969876	0.303365	-0.932351
1.28805	0.285105	-0.97979	0.273804	-0.940953
1.31947	0.254324	-0.988747	0.244003	-0.948619
1.35088	0.223262	-0.996737	0.21399	-0.955341
1.3823	0.191949	-1.00375	0.183795	-0.961115
1.41372	0.160415	-1.00978	0.15345	-0.965936
1.44513	0.128692	-1.01482	0.122982	-0.9698
1.47655	0.0968101	-1.01886	0.092424	-0.972703
1.50796	0.0648015	-1.02191	0.0618046	-0.974645
1.53938	0.0326974	-1.02394	0.0311545	-0.975624
1.5708	0.000529361	-1.02497	0.000503884	-0.97564
1.60221	-0.031671	-1.02498	-0.030117	-0.974693
1.63363	-0.0638718	-1.02399	-0.060678	-0.972787
1.66504	-0.0960414	-1.02198	-0.0911491	-0.969924
1.69646	-0.128148	-1.01897	-0.1215	-0.966107
1.72788	-0.16016	-1.01494	-0.151702	-0.961341
1.75929	-0.192045	-1.00991	-0.181724	-0.955632
1.79071	-0.223772	-1.00388	-0.211537	-0.948986
1.82212	-0.25531	-0.996845	-0.241112	-0.941411
1.85354	-0.286627	-0.988825	-0.270421	-0.932916
1.88496	-0.317692	-0.97982	-0.299434	-0.923509
1.91637	-0.348474	-0.969839	-0.328123	-0.913201
1.94779	-0.378942	-0.958892	-0.35646	-0.902002
1.9792	-0.409066	-0.946987	-0.384418	-0.889925
2.01062	-0.438817	-0.934136	-0.411969	-0.876983
2.04204	-0.468164	-0.92035	-0.439087	-0.863189
2.07345	-0.497077	-0.905642	-0.465745	-0.848557
2.10487	-0.525529	-0.890026	-0.491918	-0.833103
2.13628	-0.55349	-0.873516	-0.51758	-0.816842
2.1677	-0.580932	-0.856128	-0.542706	-0.799793
2.19911	-0.607828	-0.837877	-0.567272	-0.781971
2.23053	-0.634151	-0.818782	-0.591255	-0.763397
2.26195	-0.659874	-0.798859	-0.614631	-0.744087
2.29336	-0.684971	-0.778129	-0.637378	-0.724064
2.32478	-0.709416	-0.75661	-0.659475	-0.703346
2.35619	-0.733186	-0.734323	-0.680899	-0.681955
2.38761	-0.756255	-0.711289	-0.701631	-0.659912
2.41903	-0.778601	-0.687531	-0.72165	-0.637241
2.45044	-0.8002	-0.66307	-0.740938	-0.613964
2.48186	-0.821031	-0.637931	-0.759477	-0.590104
2.51327	-0.841073	-0.612138	-0.777248	-0.565686
2.54469	-0.860303	-0.585714	-0.794236	-0.540734
2.57611	-0.878704	-0.558687	-0.810424	-0.515274
2.60752	-0.896256	-0.531082	-0.825797	-0.489331
2.63894	-0.91294	-0.502925	-0.84034	-0.462931
2.67035	-0.92874	-0.474244	-0.854041	-0.4361
2.70177	-0.943639	-0.445067	-0.866886	-0.408866
2.73319	-0.957621	-0.415422	-0.878863	-0.381256
2.7646	-0.970672	-0.385337	-0.889962	-0.353297
2.79602	-0.982778	-0.354843	-0.900173	-0.325017
2.82743	-0.993926	-0.323968	-0.909486	-0.296445
2.85885	-1.0041	-0.292743	-0.917893	-0.267608
2.89027	-1.0133	-0.261198	-0.925387	-0.238537
2.92168	-1.02151	-0.229364	-0.931961	-0.209258
2.9531	-1.02871	-0.197273	-0.93761	-0.179802
2.98451	-1.03491	-0.164955	-0.942328	-0.150198
3.01593	-1.04009	-0.132442	-0.946113	-0.120475
3.04734	-1.04425	-0.0997666	-0.948961	-0.0906627
3.07876	-1.04739	-0.0669605	-0.950871	-0.0607902
3.11018	-1.04949	-0.0340559	-0.951842	-0.0308872
3.14159	-1.05056	-0.00108516	-0.951872	-0.000983219
3.17301	-1.05059	0.0319192	-0.950965	0.0288922
3.20442	-1.04959	0.0649245	-0.94912	0.0587097
3.23584	-1.04755	0.0978984	-0.946342	0.0884399
3.26726	-1.04448	0.130808	-0.942633	0.118054
3.29867	-1.04037	0.163621	-0.937999	0.147522
3.33009	-1.03523	0.196305	-0.932444	0.176815
3.3615	-1.02906	0.228828	-0.925975	0.205906
3.39292	-1.02187	0.261157	-0.9186	0.234764
3.42434	-1.01367	0.29326	-0.910326	0.263363
3.45575	-1.00445	0.325105	-0.901163	0.291674
3.48717	-0.994239	0.356661	-0.89112	0.319669
3.51858	-0.983034	0.387896	-0.880209	0.347322
3.55	-0.970848	0.418779	-0.86844	0.374605
3.58142	-0.957692	0.449279	-0.855827	0.401491
3.61283	-0.943577	0.479366	-0.842382	0.427956
3.64425	-0.928518	0.509009	-0.82812	0.453972
3.67566	-0.912527	0.538179	-0.813056	0.479515
3.70708	-0.895619	0.566847	-0.797205	0.50456
3.7385	-0.877811	0.594984	-0.780583	0.529082
3.76991	-0.859119	0.622561	-0.763208	0.553059
3.80133	-0.839561	0.649551	-0.745098	0.576467
3.83274	-0.819155	0.675927	-0.726271	0.599284
3.86416	-0.79792	0.701661	-0.706746	0.621487
3.89557	-0.775876	0.726729	-0.686544	0.643055
3.92699	-0.753046	0.751104	-0.665685	0.663968
3.95841	-0.729449	0.774761	-0.64419	0.684206
3.98982	-0.705109	0.797677	-0.622081	0.703749
4.02124	-0.680049	0.819829	-0.599381	0.722579
4.05265	-0.654294	0.841193	-0.576111	0.740678
4.08407	-0.627867	0.861749	-0.552297	0.758029
4.11549	-0.600794	0.881474	-0.527962	0.774616
4.1469	-0.573102	0.900348	-0.50313	0.790422
4.17832	-0.544817	0.918353	-0.477827	0.805433
4.20973	-0.515966	0.935469	-0.452077	0.819636
4.24115	-0.486577	0.951678	-0.425907	0.833016
4.27257	-0.456679	0.966965	-0.399343	0.845562
4.30398	-0.426301	0.981312	-0.372411	0.857262
4.3354	-0.395472	0.994704	-0.345139	0.868104
4.36681	-0.364223	1.00713	-0.317553	0.878081
4.39823	-0.332583	1.01857	-0.289682	0.887181
4.42965	-0.300584	1.02902	-0.261552	0.895398
4.46106	-0.268256	1.03846	-0.233192	0.902724
4.49248	-0.235632	1.04689	-0.20463	0.909153
4.52389	-0.202743	1.05429	-0.175895	0.914679
4.55531	-0.169621	1.06066	-0.147014	0.919297
4.58673	-0.136299	1.06599	-0.118017	0.923005
4.61814	-0.10281	1.07027	-0.0889323	0.925799
4.64956	-0.0691868	1.0735	-0.0597884	0.927677
4.68097	-0.0354617	1.07568	-0.0306144	0.928639
4.71239	-0.00166838	1.07679	-0.0014389	0.928684
4.7438	0.03216	1.07684	0.0277092	0.927814
4.77522	0.06599	1.07583	0.0568013	0.926029
4.80664	0.0997882	1.07376	0.0858087	0.923333
4.83805	0.133521	1.07062	0.114703	0.91973
4.86947	0.167156	1.06643	0.143455	0.915223
4.90088	0.200659	1.06118	0.172038	0.909818
4.9323	0.233997	1.05487	0.200423	0.903522
4.96372	0.267137	1.04752	0.228583	0.896341
4.99513	0.300046	1.03913	0.256489	0.888283
5.02655	0.332691	1.0297	0.284115	0.879357
5.05796	0.36504	1.01925	0.311433	0.869573
5.08938	0.397061	1.00778	0.338417	0.858941
5.1208	0.428721	0.99531	0.365042	0.847473
5.15221	0.45999	0.981842	0.39128	0.835181
5.18363	0.490835	0.967391	0.417106	0.822077
